,x,y,z,r
0,-7.75035709955,-31.7431388518,1.24864143553,0.5
1,-44.2938862247,-10.3324071649,-20.37038435,0.5
2,25.7674191424,19.5321549259,22.3811787575,0.5
3,-16.8075575479,7.41549242646,3.57260230115,0.5
4,20.1525855183,-20.6609054915,-33.9820692634,0.5
5,-14.8129405871,24.914061849,-22.2206205962,0.5
6,15.1399201369,17.9290753058,29.1457479764,0.5
7,-22.1420963372,-7.68125960265,30.7610332769,0.5
8,16.822434142,-4.16076516402,41.1159029652,0.5
9,-8.01662855097,4.90237292125,47.6725056042,0.5
10,2.75660724544,-13.4891745178,-11.9689684887,0.5
11,18.7817848666,-41.7675922234,15.2420883315,0.5
12,-20.3445779733,26.9543558774,-34.8216884853,0.5
13,8.37052873439,28.1590281797,20.0429522442,0.5
14,14.2993559599,-39.4166263996,-24.2855773173,0.5
15,-6.50610223532,18.115634601,33.0124221392,0.5
16,-28.7063645264,16.6843017958,-24.1289289627,0.5
17,-12.3244504858,27.4096502042,-30.3737111477,0.5
18,-28.5456112385,26.0594246756,0.531488935362,0.5
19,1.20599072298,-39.2348419015,27.3870694629,0.5
20,37.1677989738,-12.4187657239,-22.1717451092,0.5
21,-25.5293626728,-1.63463121794,-26.8405048354,0.5
22,2.86989589742,-38.9227329076,20.8262252736,0.5
23,-8.25723727003,-27.8332773887,20.6481992531,0.5
24,-10.6584767899,-3.03927566996,-22.1183550568,0.5
25,19.2380212463,35.5649365708,19.8388267304,0.5
26,32.2244421922,10.557136013,-20.1853946013,0.5
27,10.7427605817,26.4928433477,-26.5984307807,0.5
28,-16.4558269206,-21.6947881886,-1.71693606079,0.5
29,-12.4619963014,2.36484916067,37.6679665928,0.5
30,16.9379712725,41.9443547554,-9.79224790776,0.5
31,-21.7332877675,-2.86087318341,34.8399705576,0.5
32,8.16435456231,-11.1344812054,12.5935328162,0.5
33,0.402407955202,-18.2128402285,-44.0757337379,0.5
34,-10.4777144402,-22.5994160503,-16.4029976485,0.5
35,4.7885203499,-16.8241218484,-22.3428000512,0.5
36,0.401244037103,-1.25452224021,24.5421864652,0.5
37,-3.39051092495,-46.1140102372,13.7298688101,0.5
38,-7.00480987281,-43.7501745154,15.3427675364,0.5
39,26.3017830331,-19.1795580375,-13.7726171412,0.5
40,7.759038057,-48.5830593564,8.26103333683,0.5
41,6.37223701657,-34.8556169267,-1.61624443776,0.5
42,-41.2997915463,25.0856658708,-1.77600354022,0.5
43,17.2458214517,31.0804148408,-15.9369275799,0.5
44,3.84208163361,-11.4329831251,-11.624361435,0.5
45,-16.9398452639,-41.6131411183,-9.86376634445,0.5
46,33.1813782709,-10.4073741178,-35.0438434568,0.5
47,17.7582516525,7.4255756084,-32.7518835229,0.5
48,33.5419778497,21.8317446237,-0.297763302578,0.5
49,-1.40646191856,16.5641740449,-21.4038050008,0.5
50,10.0233960875,24.3074205569,-14.743932363,0.5
51,-28.6601225672,-25.2860058878,-31.5448142978,0.5
52,11.5344061152,-10.1264399755,-29.1580693724,0.5
53,21.7397892393,0.696922802531,-23.4776795994,0.5
54,-30.0523057389,-34.9488062214,-14.1551595031,0.5
55,-37.2026768351,4.90240841503,19.9966227527,0.5
56,-2.63232650574,35.41607112,-17.331580462,0.5
57,-14.7436331869,-38.9930602827,15.4101986084,0.5
58,15.4766585119,-11.1546153183,-9.34579468455,0.5
59,8.79406274828,-6.02851039443,15.0265228564,0.5
60,-5.43407019598,-13.9720617927,47.0775486786,0.5
61,40.8082288679,-16.4418475695,-9.32613161369,0.5
62,6.54297606376,34.7855558258,20.2272227608,0.5
63,11.0739464204,28.5862490468,36.3300083999,0.5
64,-13.640047456,28.7754716032,13.145381413,0.5
65,29.4940759999,13.4162737526,-29.7414093787,0.5
66,21.9874889871,41.6458576709,-14.0384458685,0.5
67,-0.313973257677,31.0963872932,37.6510547375,0.5
68,-36.8014072114,9.47660894658,20.1644041241,0.5
69,-4.22824811528,-8.05531859122,-25.2274525082,0.5
70,-2.36177129018,0.0497078501055,37.4636651616,0.5
71,-11.422841119,-18.0377864527,-8.12783157572,0.5
72,-10.2102605633,-15.9763018501,-26.1467815442,0.5
73,-13.055044697,-10.9901901772,25.7672324916,0.5
74,-23.1800194763,-31.9281724901,-9.99908092108,0.5
75,-20.2939255537,20.9994499139,-39.2616050058,0.5
76,15.566860184,-16.3506144501,29.7610161439,0.5
77,2.65362645625,-18.2028784712,8.4150620926,0.5
78,13.6931410287,16.0948292069,-13.9983226692,0.5
79,-15.8440204162,1.83755730036,43.7150400697,0.5
80,48.5104868085,-0.22226455369,7.68276941056,0.5
81,-33.1875432686,-3.23667409594,33.2623455315,0.5
82,-4.94575214597,-2.1189031181,40.8827634664,0.5
83,30.5701921716,-13.6847363144,-24.8046626301,0.5
84,-21.9098081551,-14.6757902428,-4.71348840422,0.5
85,36.8001681889,-30.2678375128,12.3766398867,0.5
86,21.7368046029,-18.8116235166,-20.8664464379,0.5
87,42.2688728236,-17.954452797,13.4205127567,0.5
88,32.1381922252,-20.6473714702,12.5361535963,0.5
89,-18.6067680774,-22.6141087766,2.20197672322,0.5
90,-33.4833461214,-14.0292289129,3.71930251432,0.5
91,-0.169077359836,-26.8722205285,9.44452240572,0.5
92,-2.31614664786,-27.5550896817,23.5244163586,0.5
93,-2.48823735726,-30.0857779723,33.8942124546,0.5
94,-9.99706793363,-42.3311846587,11.4109610099,0.5
95,29.1358348214,17.8602625568,-25.5864586838,0.5
96,-24.0778500353,-12.3878065637,27.4452107405,0.5
97,-5.88615937941,-36.0029482348,2.73160552444,0.5
98,1.08096279388,41.594406981,-16.6304339942,0.5
99,1.20995705233,-25.7909472726,-34.9263313634,0.5
100,-37.5453836659,-6.35863179283,-26.715869851,0.5
101,11.7013322521,-5.80379587269,-10.7161118312,0.5
102,-24.4755774343,36.2581220078,10.8748516812,0.5
103,16.957244271,45.0540229404,-11.59180433,0.5
104,-24.0675359316,21.2947574097,-4.91986193318,0.5
105,15.599300542,-4.70240169549,42.2665081765,0.5
106,-2.03365123335,6.33726685263,-41.4000855538,0.5
107,-1.34073685504,-21.9297409205,39.1007468251,0.5
108,-13.6231141415,27.1381971063,-10.9054137418,0.5
109,-11.3604381472,18.5670670573,43.4820195353,0.5
110,23.9264838526,-30.2718320753,2.2252433226,0.5
111,34.4284100874,25.4182473275,-24.6399150333,0.5
112,-24.1195169039,-1.11674515094,-7.71523355947,0.5
113,-36.0128249417,-27.725816888,20.7208654126,0.5
114,-4.07267660809,-1.98704671192,-46.4983412452,0.5
115,-34.5009514374,17.677573295,-7.55196572223,0.5
116,-4.39116459478,14.8423571913,-45.200521093,0.5
117,4.26536327453,-5.66222832227,-29.0439418238,0.5
118,4.12200403953,-41.928836896,-11.7366931806,0.5
119,12.2107289679,39.3117654617,-1.94258419335,0.5
120,-22.8117671738,-7.17960514896,-19.8647691021,0.5
121,20.2937322821,-33.202677135,27.3952641553,0.5
122,21.0961094769,39.7141415457,-6.93585640522,0.5
123,23.3502911973,30.5314778741,13.1110989972,0.5
124,-12.8992195627,-21.101616714,36.0395736609,0.5
125,-25.7448162885,-18.4603736106,9.19923435063,0.5
126,24.1919349342,-11.3780454821,-22.2094150499,0.5
127,-1.80727498637,23.0790853684,29.0106173627,0.5
128,-22.853526517,-33.9385656084,-24.6792933801,0.5
129,-40.4166777554,8.09231481151,11.581722967,0.5
130,-21.5050012832,-35.8120613255,-18.2748532526,0.5
131,1.95340570856,8.17203257197,-17.9771599422,0.5
132,20.70451925,-6.90742197256,20.7397584467,0.5
133,16.3415791084,26.1166116125,20.5535676501,0.5
134,11.0576363156,2.98351001482,32.1649335254,0.5
135,2.98398027975,-0.0223490195066,-6.36446089076,0.5
136,19.0638137607,24.1071672768,-30.8594545885,0.5
137,-15.7944446111,-34.2411549417,9.80826139584,0.5
138,5.79742874634,-39.4126349427,-22.642740101,0.5
139,-1.16836980807,5.90581803642,12.8554193951,0.5
140,-20.0617810841,16.694908686,-6.52995920849,0.5
141,15.0073158778,-34.0737129665,26.9904638491,0.5
142,24.8085964132,30.9145712347,-8.85311252428,0.5
143,-6.49842000278,-26.545507264,-17.6889796909,0.5
144,24.3010042761,-36.7766068241,9.50034698103,0.5
145,5.42125070974,11.9919230964,28.2951701221,0.5
146,-13.1244302756,-9.72631085176,-20.8852941627,0.5
147,-27.8385538168,-22.0274297052,18.5954378425,0.5
148,-33.9794233737,34.0703043939,-11.2682002547,0.5
149,23.8111295492,-4.87383428749,6.63203502576,0.5
150,11.7086341088,7.70991519283,-31.5095789188,0.5
151,-21.2082211616,16.5054704307,-13.0753943113,0.5
152,27.8707407157,-1.34891898063,-15.2456916252,0.5
153,-14.1843139585,-34.9900867309,4.96193517507,0.5
154,-36.4059838654,-13.3943252772,-25.6021374319,0.5
155,9.63315164431,-14.7759064627,28.8470659886,0.5
156,44.7692719977,12.4005426575,0.679695834218,0.5
157,-39.2372427838,-6.41710547083,1.00504041582,0.5
158,33.5245348859,-34.9889890703,11.8718794035,0.5
159,37.6711604683,5.23853437584,25.8084354812,0.5
160,-8.33403059334,3.63647977699,46.1165231133,0.5
161,-25.7375889941,13.5234463128,-23.1226145288,0.5
162,10.8515577392,-1.07800968314,-8.75047980665,0.5
163,27.9798011999,29.1600336737,-27.7656790731,0.5
164,45.1644546727,-7.37065583081,-6.11672904507,0.5
165,5.4633044934,26.3346711647,-22.9184118445,0.5
166,-2.31572970014,-30.8099871092,29.550137736,0.5
167,19.3013120513,1.88064159906,-4.34756729094,0.5
168,-1.99506051426,-19.7567454324,-17.6739301674,0.5
169,-38.6633976701,-1.28821281637,-16.2491320027,0.5
170,-19.6841643611,3.29524322977,-4.95317575346,0.5
171,0.277433218836,12.2607091639,-3.72718890665,0.5
172,1.31030180891,-30.2209767428,26.5773820299,0.5
173,11.4931088109,29.5825004785,-37.0600620408,0.5
174,-26.6607262752,-31.1603204297,16.0200399376,0.5
175,-28.1709037989,11.965518383,17.5867993218,0.5
176,-17.4984873522,-23.797763068,-26.4669279075,0.5
177,-1.52143963793,-29.9268975657,19.4681182334,0.5
178,-14.4228358185,-18.9934571267,-28.4001956326,0.5
179,-11.386736992,-24.9749765922,-28.822752496,0.5
180,3.02669287645,21.9853473412,-36.9038343052,0.5
181,-11.6018395583,33.8372222755,-32.2644890495,0.5
182,-12.5939441913,35.1975168914,7.48020108638,0.5
183,36.0650699271,28.2821821287,11.1666234337,0.5
184,27.6587159697,-0.228137862254,-3.42743595342,0.5
185,14.2517069165,9.48853951571,-25.5396025222,0.5
186,-6.6069305321,2.85671481453,39.7382721853,0.5
187,-27.3741082314,-12.7307000197,-18.8579448504,0.5
188,-11.3088745439,23.0763435477,-16.2935212371,0.5
189,0.592683855031,13.6901194983,34.3251221473,0.5
190,4.71175121093,20.41577123,28.1266443908,0.5
