,x,y,z,r
0,37.8171373409,29.3005039799,-1.53466434518,0.5
1,2.49935088551,-4.36391086169,44.9301869852,0.5
2,14.5468039519,8.26427869705,14.366071603,0.5
3,45.6200746124,-0.512378705153,5.37232922077,0.5
4,12.4490072493,15.4889974843,-37.8012512951,0.5
5,-3.06598082318,-5.34172568545,15.3808873783,0.5
6,13.2409079813,-14.0078394661,2.32717762991,0.5
7,-24.8787630138,-4.14154058789,32.8929599254,0.5
8,-26.9671081227,28.4799834152,-4.30746795521,0.5
9,-5.18796700039,23.0807904653,36.9440279207,0.5
10,38.6741421321,-2.94130607363,-12.0538466476,0.5
11,-23.9766632651,-16.4601859306,29.5709967088,0.5
12,0.503367385189,15.0626661602,-12.2585912825,0.5
13,47.2419834496,-6.34564051744,-14.1996220401,0.5
14,11.8769083199,-19.0555605017,-10.6483588814,0.5
15,41.9066229214,12.7025632307,-14.2466600371,0.5
16,-20.7953333354,-12.4215699805,-31.081747771,0.5
17,-7.24314536335,-31.0818498226,-14.9038912309,0.5
18,-10.8228562511,-15.9684272796,-34.6167498244,0.5
19,-29.5856023336,-6.51571555414,-23.1811061765,0.5
20,-18.1546741305,16.3235611662,13.4446815104,0.5
21,-9.9546250691,15.5272976511,-10.8362906212,0.5
22,-12.465104515,2.18095163876,43.9584883232,0.5
23,17.9034690682,-2.57038142843,-22.8686747881,0.5
24,20.9732755435,17.6962106832,-3.99454702418,0.5
25,4.49983056863,-6.68485028965,-28.0535293588,0.5
26,-3.30050823615,10.738747421,34.7207950521,0.5
27,-32.1849982788,-5.42840462449,-4.27562657103,0.5
28,-20.4579649991,-26.228082918,19.2004089327,0.5
29,21.9042198314,-10.6256030137,-26.8371395106,0.5
30,-39.0361096884,-25.0298092267,11.8801761047,0.5
31,7.39741369184,36.6186570535,-2.18084585482,0.5
32,23.9198431341,-0.155428626501,41.753608894,0.5
33,0.486932788804,46.301730108,-10.459440796,0.5
34,14.3840588313,29.2275999796,35.3109367881,0.5
35,-0.366443180486,-24.4280743183,12.744291017,0.5
36,-5.15338651255,1.38665551302,-48.4063248128,0.5
37,22.9387055989,17.9303142485,1.90508607175,0.5
38,-36.1268088651,0.94747455859,-16.4233396156,0.5
39,8.07529160457,-26.4060670108,22.692971606,0.5
40,-19.2414202052,-38.9229981312,-14.6548817282,0.5
41,18.9592423009,17.8079838396,-3.75492484106,0.5
42,-15.5689431564,-15.5594203863,-19.4741781053,0.5
43,23.4072959576,-8.59975584982,-37.8282537851,0.5
44,-29.0795237942,39.647538482,-6.97756249551,0.5
45,11.9570090871,28.8066830103,-1.93027476043,0.5
46,-6.68464348083,-26.0801837231,9.37595617995,0.5
47,-17.4685947969,-5.10531682812,38.0797121474,0.5
48,-17.6289413103,-35.6322412634,20.5355021412,0.5
49,-11.3260321953,-2.24037878114,20.6617673452,0.5
50,-25.5134114017,-25.1239277176,7.97495416947,0.5
51,36.5950904186,2.50836908801,-32.5526277135,0.5
52,16.9806290151,27.8688775849,2.22588426853,0.5
53,-27.569646899,-21.5454219064,3.69558302856,0.5
54,-6.53507812465,-40.6346406801,-26.0358814108,0.5
55,-21.115718206,-40.4983397279,-11.1498337818,0.5
56,-9.31424717496,-13.1416880249,-29.855961222,0.5
57,-4.14836326548,10.7965255746,26.7261971625,0.5
58,30.1507444115,23.8845235209,8.9497217993,0.5
59,11.765695853,11.5395286822,-5.82001292958,0.5
60,-4.03152119612,-36.8751792625,0.0408596564974,0.5
61,22.971645046,12.9676001339,35.8083952248,0.5
62,26.9561521547,15.3452055486,18.6361561888,0.5
63,27.8858818997,3.88691109459,8.94033030351,0.5
64,0.256348857884,-16.6539518621,-16.4780583333,0.5
65,-2.4280063551,8.95490538309,45.3837948192,0.5
66,24.0646624411,10.3718050891,-7.30664559392,0.5
67,4.73496942496,-37.0413705092,-18.5556658593,0.5
68,-4.02450425082,-35.3535639617,7.16225932903,0.5
69,21.0874471947,32.88049337,-6.89226627821,0.5
70,-2.4002194849,-28.7716986143,35.464864537,0.5
71,-35.5619844963,-10.0303721545,-2.49185567429,0.5
72,8.90184410257,-6.97834741901,-44.9021488077,0.5
73,-9.07995131065,-6.50059063862,-31.6222581867,0.5
74,-25.1758882538,18.4130238522,-20.7414841048,0.5
75,13.0373363714,0.428421138299,-36.8694363137,0.5
76,-16.5733465339,25.874945533,-3.36225369107,0.5
77,46.0185076005,13.6104165538,-0.186156293352,0.5
78,14.4152023543,-28.7208758831,19.6791426313,0.5
79,-35.1416883836,-11.6123212415,-33.3409535324,0.5
80,-10.1477355797,45.3960482509,-17.682279488,0.5
81,-11.3982594487,43.7383471017,-17.1801499595,0.5
82,3.3516811598,-32.7135652166,5.60997834813,0.5
83,17.5407125036,-23.0985956544,-17.903913313,0.5
84,-2.58612224768,-30.3760595781,-13.8187248122,0.5
85,3.62849052093,11.4913571511,-33.5585237897,0.5
86,24.8809622596,-0.0298955486276,38.7248231523,0.5
87,-2.06477745697,-24.9160210689,-21.0196857596,0.5
88,16.0204435304,-11.5777634851,-24.9061983606,0.5
89,11.5526859536,-33.7541944994,25.7902009697,0.5
90,-37.8050346343,-19.5777375266,-21.5370026876,0.5
91,29.5294472846,-33.5194021759,3.95448752634,0.5
92,28.6121539685,36.0754834312,2.91829355725,0.5
93,-41.3822969818,0.746415009786,-21.1240323382,0.5
94,-36.0423588075,-10.1375160161,22.7784870903,0.5
95,-31.5495022897,-0.546830091174,17.0463042784,0.5
96,29.8207188143,1.84903829957,-12.4556251671,0.5
97,-2.81647899271,-22.9527594845,-7.28891971074,0.5
98,46.0194027336,8.09497392682,0.290329712207,0.5
99,8.59139190308,11.9632097185,15.87774582,0.5
100,47.6658236337,11.2645293281,3.09132057984,0.5
101,6.91967248857,-0.950750352858,28.5606579762,0.5
