,x,y,z,r
0,-10.4221620751,47.4561831726,2.4188502273,0.5
1,16.3726536885,0.353595320002,-42.1251348459,0.5
2,-2.76971721852,37.4142107058,16.8573082657,0.5
3,-23.8546177676,-7.50663010125,-4.96296302122,0.5
4,21.5759082284,-18.9555744417,-1.64978110791,0.5
5,4.96276853964,-31.0879966303,32.4595238095,0.5
6,-6.56258071215,-24.8167861511,9.85123568504,0.5
7,7.2797205037,23.1597979679,36.7832757233,0.5
8,23.4542611047,-20.1708298839,-11.0615359026,0.5
9,-10.695021093,29.7879226869,-23.4030216317,0.5
10,9.35774670893,25.0291920615,-11.160205973,0.5
11,-24.6278894072,-0.496724112066,-20.4814777954,0.5
12,-34.9468859761,-6.95750673507,11.8639300501,0.5
13,37.8062086721,12.3367590599,-19.9727893089,0.5
14,-32.8117897331,14.0471154542,27.0228300463,0.5
15,11.6025122008,19.4010176402,27.1260905544,0.5
16,17.830799586,3.93484824281,9.06593220771,0.5
17,37.0510882321,-28.7927927433,15.2275652255,0.5
18,-3.82904634822,15.6414787332,15.7874446494,0.5
19,22.121267781,-0.109311537989,11.0952822377,0.5
20,0.630766193482,42.4386204954,0.847718728283,0.5
21,27.6320061742,-4.12496059715,19.9332537162,0.5
22,-46.6971343918,-8.28296582174,-4.34819367406,0.5
23,41.4677338747,-15.2288992305,-20.3816591437,0.5
24,-17.7116608792,-0.438199161536,-16.1135453765,0.5
25,14.567355977,-35.4211853873,-28.5390944301,0.5
26,11.5063547966,9.97313360454,28.484405148,0.5
27,-15.0835547826,9.64713194777,-23.8730091396,0.5
28,-19.1511055407,-33.2476462768,3.51073705847,0.5
29,-15.4807683616,-18.802868221,-18.6161099133,0.5
30,-12.6687532307,19.7498551411,-4.26638072288,0.5
31,17.9261909741,-10.4302733866,-31.5384662333,0.5
32,6.46673786575,21.0832015811,-32.3570493635,0.5
33,7.2222535785,25.8635160349,15.1135529226,0.5
34,33.7564313642,9.40321367343,25.0214879761,0.5
35,11.1998663403,33.7764116388,-27.0548120344,0.5
36,6.6133662647,12.1582918222,29.6915308557,0.5
37,21.146427394,8.47783849717,-31.5152778355,0.5
38,4.5101982617,-4.82934767575,12.8121874497,0.5
39,6.18859418026,16.262153629,-21.6579198305,0.5
40,-21.5856323024,-13.4268737976,25.4353053878,0.5
41,2.00593490521,-21.707582378,7.29936927987,0.5
42,-8.14401746001,27.1313360695,-30.2575767894,0.5
43,-14.042380095,17.0453489176,27.8247218984,0.5
44,42.1782295754,11.8421176754,-2.40454626274,0.5
45,-3.30659459657,34.6727377374,25.3216397876,0.5
46,10.8857242768,-14.0135756142,-6.70279639581,0.5
47,-5.65550660457,43.579886213,13.4113383019,0.5
48,26.6727854109,13.4779911475,17.3130405546,0.5
49,29.3091005173,17.643143604,7.59295380852,0.5
50,-15.2896707781,-11.5890384158,-6.57637928313,0.5
51,-27.8133308577,-8.46443554809,-18.1744319643,0.5
52,-29.8073206692,-16.1750240131,-7.54439829049,0.5
53,5.20210412567,-25.3891069554,20.3954262373,0.5
54,-35.5545917256,11.4856525169,-23.664275081,0.5
55,12.7827238909,-13.467880765,-16.552529018,0.5
56,-25.7920843085,21.0469369548,1.69534347407,0.5
57,-22.3497702092,-12.5508468193,13.9763743717,0.5
58,36.7906829699,5.51222536651,23.9296350102,0.5
59,-3.07330245465,-22.125785156,41.3452624593,0.5
60,-21.1450174837,4.86258904278,39.9500206827,0.5
61,40.1151912834,3.94035872526,-5.44592712623,0.5
62,18.4849420455,-31.1794559533,-8.90542259019,0.5
63,-6.66582085038,9.41606510312,-10.103518344,0.5
64,-44.3914973849,-12.3220231914,4.07048667108,0.5
65,20.4022958418,17.4712625247,6.56469757928,0.5
66,-6.48394592578,-41.7881185898,25.4597513807,0.5
67,-39.0367450181,16.1943851296,-24.2826602231,0.5
68,-5.91470253698,12.2294364983,2.87577851952,0.5
69,1.52767665072,43.9628988881,15.0457313916,0.5
70,-3.6917502676,-3.27097563942,-24.1894074992,0.5
71,-2.81872832355,33.2241795147,21.6185736949,0.5
72,-14.1777937867,-7.70925107632,-22.8933193844,0.5
73,27.6815484696,15.42235202,-1.95763686285,0.5
74,19.9602315269,-8.65591630901,-6.76249915722,0.5
75,24.1736597817,-2.01562098876,-26.0954879807,0.5
76,45.5245255345,-1.3314342759,-0.213511122886,0.5
77,-3.43335186071,-1.35319927747,-23.3642214447,0.5
78,20.3578584008,11.5287459861,-39.7112725764,0.5
79,10.1264804602,0.249332009648,5.21858351391,0.5
80,31.5512170675,1.13912239509,-19.694240165,0.5
81,0.65705708839,31.4419120174,23.7903202016,0.5
82,-17.4960936219,-18.9101976909,10.0317937733,0.5
83,27.7620139914,15.4284960057,5.43161804117,0.5
84,25.2324400082,-21.6515291485,2.89840725382,0.5
85,-37.1807905098,15.7360265088,-6.71818257684,0.5
86,10.8103807777,-3.86756617308,-8.29453434431,0.5
87,2.99187272983,-5.80241316122,-8.37825446098,0.5
