   3200.000  1.89371E+16
   3200.128  1.89262E+16
   3200.236  1.89006E+16
   3200.256  1.88923E+16
   3200.276  1.88822E+16
   3200.316  1.88538E+16
   3200.337  1.88322E+16
   3200.367  1.87905E+16
   3200.396  1.87257E+16
   3200.426  1.86179E+16
   3200.441  1.85491E+16
   3200.453  1.85135E+16
   3200.455  1.85095E+16
   3200.457  1.85131E+16
   3200.461  1.85170E+16
   3200.481  1.85975E+16
   3200.501  1.86809E+16
   3200.541  1.87797E+16
   3200.581  1.88305E+16
   3200.621  1.88546E+16
   3200.642  1.88584E+16
   3200.661  1.88556E+16
   3200.672  1.88506E+16
   3200.701  1.88154E+16
   3200.730  1.86956E+16
   3200.741  1.85978E+16
   3200.760  1.82849E+16
   3200.779  1.80953E+16
   3200.799  1.84288E+16
   3200.819  1.87244E+16
   3200.839  1.88277E+16
   3200.859  1.88713E+16
   3200.879  1.88936E+16
   3200.919  1.89142E+16
   3200.999  1.89213E+16
   3201.079  1.89066E+16
   3201.159  1.88664E+16
   3201.199  1.88291E+16
   3201.240  1.87713E+16
   3201.255  1.87400E+16
   3201.280  1.86764E+16
   3201.287  1.86510E+16
   3201.319  1.85049E+16
   3201.352  1.81855E+16
   3201.370  1.78686E+16
   3201.378  1.77368E+16
   3201.384  1.76673E+16
   3201.398  1.76646E+16
   3201.418  1.79468E+16
   3201.438  1.82208E+16
   3201.478  1.85380E+16
   3201.518  1.86971E+16
   3201.558  1.87908E+16
   3201.598  1.88505E+16
   3201.618  1.88726E+16
   3201.678  1.89186E+16
   3201.738  1.89452E+16
   3201.858  1.89766E+16
   3201.917  1.89819E+16
   3201.977  1.89798E+16
   3202.010  1.89729E+16
   3202.037  1.89609E+16
   3202.053  1.89490E+16
   3202.075  1.89223E+16
   3202.097  1.88720E+16
   3202.119  1.87618E+16
   3202.141  1.84570E+16
   3202.162  1.74640E+16
   3202.164  1.73531E+16
   3202.184  1.65400E+16
   3202.204  1.73548E+16
   3202.224  1.83642E+16
   3202.244  1.87204E+16
   3202.264  1.88534E+16
   3202.284  1.89155E+16
   3202.304  1.89491E+16
   3202.344  1.89813E+16
   3202.384  1.89913E+16
   3202.387  1.89913E+16
   3202.424  1.89747E+16
   3202.462  1.89122E+16
   3202.500  1.89832E+16
   3202.537  1.90082E+16
   3202.563  1.90023E+16
   3202.566  1.90003E+16
   3202.575  1.89951E+16
   3202.583  1.89936E+16
   3202.596  1.90013E+16
   3202.603  1.90074E+16
   3202.643  1.90245E+16
   3202.723  1.90277E+16
   3202.802  1.90256E+16
   3202.850  1.90211E+16
   3202.898  1.90179E+16
   3202.994  1.90166E+16
   3203.089  1.90042E+16
   3203.137  1.89911E+16
   3203.185  1.89694E+16
   3203.233  1.89311E+16
   3203.257  1.89004E+16
   3203.281  1.88557E+16
   3203.305  1.87867E+16
   3203.329  1.86717E+16
   3203.353  1.84491E+16
   3203.365  1.82431E+16
   3203.368  1.81832E+16
   3203.376  1.79806E+16
   3203.385  1.77548E+16
   3203.405  1.68154E+16
   3203.425  1.43842E+16
   3203.429  1.36699E+16
   3203.439  1.19272E+16
   3203.444  1.12116E+16
   3203.459  1.02187E+16
   3203.479  1.21263E+16
   3203.499  1.56278E+16
   3203.519  1.73971E+16
   3203.524  1.76273E+16
