,x,y,z,r
0,9.62470818791,-1.52361070599,1.91012153652,0.5
1,15.6972491696,-15.5918037965,39.2209255912,0.5
2,21.6138845978,18.9324630652,-38.3775857899,0.5
3,29.2566612129,26.3922181164,20.7748283601,0.5
4,-5.51409935824,4.47273075638,29.1254883087,0.5
5,11.0269284855,-28.3417541635,-12.2380814283,0.5
6,-29.5273306724,-18.5808586423,-0.616143009234,0.5
7,0.395311032576,14.8903983705,-40.9315878786,0.5
8,-26.8660679393,-5.12894272073,-38.5602353311,0.5
9,12.3767974171,-16.9890459472,-38.9935519785,0.5
10,-17.2577640806,-3.15978130893,-43.0064184846,0.5
11,0.361283839894,20.8570289657,25.2861736748,0.5
12,42.3436428511,-1.9313192787,14.9692783045,0.5
13,-14.7192223029,11.7735802415,8.73887052952,0.5
14,7.91187023796,-35.020211514,-17.5076588785,0.5
15,-29.2730687197,-11.227299268,-28.7749411537,0.5
16,-4.44424064077,-29.9409565024,-30.7351927409,0.5
17,-29.0677372988,37.477886814,-11.9080421218,0.5
18,-37.2413948247,-29.9447970079,-7.91312191141,0.5
19,22.8605031068,44.3647008818,1.12249539994,0.5
20,-40.6442106135,9.98030426635,-1.08873407051,0.5
21,23.6752198405,3.59200510195,-24.4598570882,0.5
22,-25.3472958231,-23.4426295576,2.7971986389,0.5
23,19.2274941875,14.6535680468,1.27798777303,0.5
24,6.70984498946,18.3390163565,22.989214418,0.5
25,-20.8963264118,20.5653719149,13.0363486984,0.5
26,-38.2670651928,-10.9664461017,-5.79458703296,0.5
27,36.5436339128,0.0439242985396,27.7470809984,0.5
28,-46.3929576797,-7.79171822396,-5.06665156052,0.5
29,17.1914665914,6.27329649469,16.9786094884,0.5
30,-3.13374839169,14.6840715061,-2.05196989048,0.5
31,-26.3773053738,20.7419291805,1.04618937889,0.5
32,-29.8042508692,25.7308050134,-18.7324344875,0.5
33,-30.5004194076,20.1990812622,-2.66050724849,0.5
34,-38.6362703713,-13.0186710074,-18.4642047496,0.5
35,43.7676407667,16.4499358523,16.6883720767,0.5
36,6.85847720203,-22.7905272878,-20.3998500569,0.5
37,-3.45987298084,34.3108158361,-18.1820762838,0.5
38,-4.73587588477,13.7350244326,26.8664020891,0.5
39,-25.4773143653,27.1616634157,14.1623728784,0.5
40,-32.9908724447,-20.8392482107,26.1585105273,0.5
41,16.237629762,0.539772394615,27.7115261461,0.5
42,-2.56875260789,16.7896649014,46.7922066426,0.5
43,-39.5875270463,26.7722294748,11.2632799219,0.5
44,23.7686094771,18.1912611057,-31.1441311679,0.5
45,26.5986423267,1.53231048621,41.3188951245,0.5
46,23.6813539796,32.2200580378,-15.7022552094,0.5
47,17.7789966978,-13.2180204122,-5.30879532079,0.5
48,-26.1865147637,23.6817123509,-20.702904694,0.5
49,21.521287083,-20.4465290434,-5.9243980625,0.5
50,-5.00207195941,-31.3895777456,10.880249441,0.5
51,4.24025111996,-15.1881619505,3.11719103421,0.5
