,x,y,z,r
0,8.30624663499,-21.2381314625,41.5566708079,0.5
1,15.4759639214,-33.121258712,12.7963114181,0.5
2,-16.5270420713,5.37143597792,25.5162062788,0.5
3,40.0033127094,-3.89212303462,-5.1138513994,0.5
4,3.40295098992,11.6449662806,27.6804436572,0.5
5,-19.2144315085,-39.1866554164,-6.8174694677,0.5
6,0.096213223762,-40.8365139532,9.88824614713,0.5
7,-7.29398607173,-4.09310645963,44.4853748558,0.5
8,-14.4520655617,27.106820776,8.69787708921,0.5
9,-28.4702335306,-2.58841633412,-16.0360854069,0.5
10,14.7169752479,-8.81951624582,13.161045966,0.5
11,-4.25538970979,4.59546432795,29.3352548998,0.5
12,0.253468217803,24.3734849224,-12.6849591985,0.5
13,5.02407678128,-21.8151506522,17.0582021772,0.5
14,-0.322053031511,20.7243170406,-30.3019698139,0.5
15,11.7176951475,39.8744261628,-13.853216183,0.5
16,-9.6510274167,-45.8557881974,10.7269853564,0.5
17,-25.7411034715,15.1589352753,-3.59268440129,0.5
18,2.4730832662,2.55054190347,-21.7446175853,0.5
19,-36.0268713711,15.097829871,-1.13346785398,0.5
20,-18.6625658629,-10.743760894,-4.22742382539,0.5
21,11.5208264021,40.1220660408,16.5274418634,0.5
22,30.7863973908,25.1239052448,14.5198844689,0.5
23,-5.35439911987,25.5637271931,-19.7869026478,0.5
24,6.72530844099,18.2410980143,17.7746385805,0.5
25,-48.8673892401,3.0368778442,-4.7223308717,0.5
26,-9.198105081,30.5401901757,32.9724697594,0.5
27,-26.1133894641,-17.5467050252,-23.8542898048,0.5
28,-17.8703105625,-33.7269121411,-9.96942093776,0.5
29,1.17926100137,8.94959245994,19.5908723723,0.5
30,2.74153098282,-16.2226145221,-11.4540242405,0.5
31,-2.39704294873,29.3718924855,29.2424592899,0.5
32,-22.5162958293,-36.0673956387,-21.0952500694,0.5
33,-29.7131377566,-39.2630962822,7.53611096236,0.5
34,36.7706957742,-24.8097279012,9.82596845813,0.5
35,3.33318541299,-7.45963483177,6.98372008832,0.5
36,-4.77760911531,-29.0861374513,-6.35640325039,0.5
37,-31.281672604,-5.21227374121,-27.6349844799,0.5
38,-24.5463273202,-27.4271208345,-15.8708677803,0.5
39,-13.7499659187,-34.468907922,-32.1525178481,0.5
40,-16.8919984532,1.76017714301,-16.0902527534,0.5
41,7.1532389465,-2.18951136641,16.8986724036,0.5
42,-10.2320439843,27.5949950489,-6.81676183259,0.5
43,15.2882082157,-11.7136072072,-3.8884471512,0.5
44,-18.8161747562,2.62503568554,35.4799901224,0.5
45,-3.06865685273,-29.4390156596,-21.7056237353,0.5
46,-16.7850469413,0.316210205114,-14.495398317,0.5
47,-15.8229118766,10.9324058015,13.3502929565,0.5
48,17.3305080522,35.2836943532,-0.313429658428,0.5
49,-36.8851625176,22.012001461,5.20046223594,0.5
50,-11.6537019831,-15.2190924679,-35.5005961391,0.5
51,-32.2850904455,32.2751940098,6.53275384731,0.5
52,-14.932767878,7.444965911,-42.7443375195,0.5
53,35.9851178343,0.791519480492,-4.9696037845,0.5
54,3.64953517037,29.1367443854,-22.9161642084,0.5
55,23.7391355633,-32.6250735095,18.5073324258,0.5
56,-38.0615140154,31.5239271653,5.95602108949,0.5
57,-15.708437948,21.8012967426,-24.4038457227,0.5
58,-3.44662209431,20.1168891403,28.1537487305,0.5
59,-19.2417874876,-24.0021582921,9.09191343161,0.5
60,-15.1728241371,-0.819425746861,-28.2316590267,0.5
61,42.3604076164,-2.30605052535,21.5435528465,0.5
62,16.4672545646,-9.70524571665,9.79147415773,0.5
63,-21.8353032859,14.1500692204,-41.6619729961,0.5
64,-3.75828470314,-15.9808656262,-28.7195142867,0.5
65,-41.1500281485,21.2029966019,16.4603846007,0.5
66,-27.5576316722,-28.8650608122,7.21580739593,0.5
67,15.3683003567,28.7727613587,31.9491305487,0.5
68,1.93538969448,-45.179624808,6.3935083388,0.5
69,40.6238104492,-13.6553968506,9.33123481194,0.5
70,-4.729101545,-4.35570901143,32.4682035558,0.5
71,1.0188860642,-22.3615747759,39.0910066194,0.5
72,17.50879073,25.8460837195,-36.366347946,0.5
73,13.7295697404,-7.79624476698,33.0941794338,0.5
74,-18.5779045409,-10.2879207591,-0.48239448876,0.5
75,0.94300987298,6.43308048499,-34.6244539517,0.5
76,30.0869487873,-6.03527013549,-33.5217454784,0.5
77,15.8781492138,-26.548729547,-0.969553782499,0.5
78,17.0373785254,-17.7539269872,14.8043542868,0.5
79,-19.7702500677,-4.90872287877,2.59577447089,0.5
80,-41.2573933062,-15.0921483057,16.6859666698,0.5
81,25.9307145203,-5.6680064331,34.5159413978,0.5
82,1.82139472326,8.49418693231,-2.85608943434,0.5
83,19.814958073,-2.32705681568,29.3108346354,0.5
84,43.6176764489,7.22883702229,-5.25970237165,0.5
85,13.8252627927,11.8566489343,3.15718883685,0.5
86,-8.67685566737,12.1344028988,28.6976755361,0.5
87,-10.6738037587,-38.1223970569,-28.2905047559,0.5
88,2.14914763874,-19.2221397438,26.2636329318,0.5
89,-29.317316853,13.6555267653,-30.9246217612,0.5
90,5.91910529334,12.5954192514,-35.5048678377,0.5
91,-28.204495719,-15.5819933364,34.3521172195,0.5
92,19.6892887386,3.41072232031,40.1519103037,0.5
93,-23.2714337955,3.30123633077,33.6086209963,0.5
94,-9.45681860735,21.7308796917,4.95214405331,0.5
95,-27.4942483705,35.1669250006,-6.80533259798,0.5
96,3.89640579133,16.4782083205,-28.7001160664,0.5
97,-35.791302224,23.8406025947,-4.29769402849,0.5
98,-7.89833320998,-27.62821857,4.86518236612,0.5
99,-14.5108111286,1.45982180858,-14.6826917899,0.5
100,-31.7395315571,-15.911597615,18.3791644461,0.5
101,-23.8430374807,1.71678449737,-6.5237248596,0.5
102,-30.5548740547,-19.4392260067,-33.0109671083,0.5
103,-14.6798295556,4.88203904316,38.3793397971,0.5
104,2.7865097315,10.0883287127,19.6402976741,0.5
105,38.2876793676,25.4143427818,2.49663601527,0.5
106,8.16729272203,14.4472746975,6.21426813367,0.5
107,-9.82118018394,-23.0480011474,35.8782036644,0.5
