,x,y,z,r
0,-4.43786661503,-6.51795792099,-11.8611032856,0.5
1,13.584498536,32.806614287,-10.3001381046,0.5
2,-20.3061732875,21.9692037733,-23.0634901324,0.5
3,30.6002536587,27.1915173086,-4.53934661833,0.5
4,-17.9795162505,-41.9287491466,8.6008730094,0.5
5,-16.97075033,18.344555889,43.1885004655,0.5
6,23.9764856053,-7.34893878772,-23.3926379846,0.5
7,-38.1347029071,-18.5962950784,-13.6825987911,0.5
8,-46.2892729136,-16.2270802836,-2.51342941746,0.5
9,-21.8239659454,-12.5483796321,-36.4437631206,0.5
10,-11.656825837,31.7959095549,-17.9962026902,0.5
11,4.53142810393,35.0742537856,-34.6621704075,0.5
12,-18.4921180086,-21.0068194968,-11.8944211481,0.5
13,10.4881769317,-15.7363227899,45.8982628083,0.5
14,-22.146316232,-16.9005056293,8.38847595519,0.5
15,8.72619321208,-8.42235775509,-48.2814468666,0.5
16,-5.15678999379,-25.8677341436,20.0562498792,0.5
17,-35.2261085428,11.437811511,-29.5826635666,0.5
18,39.0121880801,18.5722760103,20.3860195696,0.5
19,7.80268554954,14.0145967418,-20.2959320483,0.5
20,4.99043081068,-16.3651686406,43.0918002991,0.5
21,-0.0581817556532,9.28252260015,-28.7564958446,0.5
22,31.6232531447,-25.0908526384,27.9048437676,0.5
23,27.7838183088,-8.79375479808,-2.30383990295,0.5
24,16.2249782661,23.0624351249,-33.8177831953,0.5
25,-10.6900729462,-15.9247531254,42.0726167614,0.5
26,-14.8321586038,11.5822730907,22.1754398642,0.5
27,2.65249469938,-26.9985055707,33.922759474,0.5
28,38.8935946985,-3.0369549345,27.4089604942,0.5
29,-27.5037482708,-18.0358412504,9.45846139415,0.5
30,4.53980684491,-16.1346897383,18.7661704107,0.5
31,5.56424064723,-21.3385490964,6.73160639719,0.5
32,21.5408345272,-17.1139150015,-6.43094239036,0.5
33,0.601640421666,12.6922318065,-5.24499488308,0.5
34,-12.7660336655,11.9257365607,17.2507322836,0.5
35,16.2181893122,2.73150483996,-10.689377872,0.5
36,34.8983229793,-24.0171928637,-12.3357284346,0.5
37,-33.2727251808,-3.25098709004,-9.87286965016,0.5
38,-8.6983867941,41.7035091655,11.5292077804,0.5
39,30.2488293724,13.5934162556,-10.9953426106,0.5
40,-37.9306734285,-18.4245404034,13.4538747666,0.5
41,-20.3592817035,13.7362423559,-14.8058392489,0.5
42,38.4166819914,11.2035051871,27.9887572596,0.5
43,-33.3177554816,-10.7880335762,22.9878965219,0.5
44,-24.6428226561,-29.6823727006,25.5287028175,0.5
45,-21.6156592048,36.2670379749,-7.00744010549,0.5
46,32.3961496343,-3.0084379851,-33.5289416138,0.5
47,-20.2304299732,12.7970860189,-15.9707882246,0.5
48,3.45405599229,-42.5795629227,-21.6657709681,0.5
49,-23.9809632634,-35.1721767105,-7.19227779508,0.5
50,-38.1015593454,4.42726801387,-14.5084971511,0.5
51,-36.5330303953,-26.4503528343,12.2554468622,0.5
52,-1.67364743493,25.1607427476,-37.4421778336,0.5
53,-8.99142348814,-42.7620924289,15.8043507658,0.5
54,5.21247491311,-8.38366563917,37.1150594608,0.5
55,-13.8422065026,25.7694006857,-9.26426804648,0.5
56,-17.3695753257,-29.4620686506,-19.8527953435,0.5
57,11.8765277263,-26.829630937,-3.58442823609,0.5
58,25.333192933,3.60962336738,-13.8720141948,0.5
59,-26.2320854147,12.4338658365,-14.8735888734,0.5
60,-20.121578891,-7.34349102291,42.9775586497,0.5
61,32.6234441987,0.488497470447,-18.0107928261,0.5
62,29.995668793,30.517113749,7.34487790791,0.5
63,21.5678295548,10.3512557346,-29.7735775492,0.5
64,39.682293638,-22.7234567775,-5.32011002591,0.5
65,7.47817116035,-29.0210227255,3.93216758629,0.5
66,-16.9950332751,-11.0738721519,2.10165006074,0.5
67,-21.0212493997,-40.6084514853,-19.8485612809,0.5
68,20.4223121575,2.01579704815,-13.7860273188,0.5
69,34.8324755993,14.4087027104,12.6355695696,0.5
70,-4.20197275945,-3.47257504242,-38.1629579519,0.5
71,-36.7443185256,-30.4421996778,2.06514984461,0.5
72,15.268524821,4.84376755016,-25.5909885101,0.5
