Time Flux
368.31	0.960722415
368.3105 0.951457266
368.311	0.93313947
368.3115	0.918036462
368.312	0.864445344
368.3125	0.801560772
368.313	0.841338447
368.3135	0.881199693
368.314	0.895004634
368.3145	0.875217582
368.315	0.879831182
368.3155	0.894349712
368.316	0.911051179
368.3165	0.914535555
368.317	0.905046812
368.3175	0.897027631
368.318	0.92256577
368.3185	0.912438687
368.319	0.913419728
368.3195	0.911460511
368.32	0.908665796
368.3205	0.935271675
368.321	0.952437748
368.3215	0.959455139
368.322	0.940421412
368.3225	0.947978287
368.323	0.944941318
368.3235	0.96298145
368.324	0.963921911
368.3245	0.97001487
368.325	0.98118467
368.3255	0.977490816
368.326	0.976396769
368.3265	0.980390744
368.327	0.976254683
368.3275	0.988856811
368.328	0.97651403
368.3285	0.961075245
368.329	0.943622299
368.3295	0.97397776
368.33	0.950536678
368.3305	0.965101044
368.331	0.958883572
368.3315	0.95288469
368.332	0.940068496
368.3325	0.957026172
368.333	0.949359351
368.3335	0.948123589
368.334	0.923602714
368.3345	0.897935124
368.335	0.855054085
368.3355	0.797807674
368.336	0.786012763
368.3365	0.732406417
368.337	0.709561054
368.3375	0.686502583
368.338	0.650169984
368.3385	0.616613072
368.339	0.63204947
368.3395	0.691186475
368.34	0.735751519
368.3405	0.854730122
368.341	0.886870368
368.3415	0.898763361
368.342	0.853137708
368.3425	0.628641363
368.343	0.668196302
368.3435	0.757089576
368.344	0.88335783
368.3445	0.921565278
368.345	0.945491641
368.3455	0.943251627
368.346	0.938766557
368.3465	0.943440957
368.347	0.945179375
368.3475	0.94703422
368.348	0.912264314
368.3485	0.86443187
368.349	0.880330899
368.3495	0.890922255
368.35	0.883429484
368.3505	0.907051601
368.351	0.902785459
368.3515	0.903541387
368.352	0.873887149
368.3525	0.784279285
368.353	0.790611465
368.3535	0.785504999
368.354	0.874960721
368.3545	0.923589849
368.355	0.932230679
368.3555	0.94681092
368.356	0.973726786
368.3565	0.979800166
368.357	0.967934831
368.3575	0.995939887
368.358	0.996752998
368.3585	1.003136804
368.359	0.993500854
368.3595	0.992890996
368.36	0.99215171
368.3605	0.978990281
368.361	0.986413353
368.3615	0.971585462
368.362	0.961557432
368.3625	0.980335604
368.363	0.979144381
368.3635	0.97979026
368.364	0.983488952
368.3645	0.969517836
368.365	0.922240853
368.3655	0.915864544
368.366	0.921463811
368.3665	0.957311922
368.367	0.938354252
368.3675	0.924975581
368.368	0.96436285
368.3685	0.958054201
368.369	0.968375162
368.3695	0.976146838
368.37	0.988939044
368.3705	0.982094333
368.371	0.974657273
368.3715	0.982396313
368.372	0.97826929
368.3725	0.944447941
368.373	0.930780835
368.3735	0.912638697
368.374	0.881698375
368.3745	0.848414575
368.375	0.83576551
368.3755	0.873890239
368.376	0.87756149
368.3765	0.903875133
368.377	0.935820055
368.3775	0.949148961
368.378	0.958309952
368.3785	0.966804793
368.379	0.988785699
368.3795	0.982213705
368.38	0.983332569
368.3805	0.981508243
368.381	0.983374006
368.3815	0.988103965
368.382	1.005010661
368.3825	1.01109934
368.383	1.000628008
368.3835	1.000779434
368.384	0.982993436
368.3845	0.967723202
368.385	0.984018631
368.3855	0.988619325
368.386	0.960779406
368.3865	0.965133171
368.387	0.948344754
368.3875	0.939941121
368.388	0.932248342
368.3885	0.939923985
368.389	0.951626205
368.3895	0.955692578
368.39	0.988569708
368.3905	0.967055292
368.391	0.982910806
368.3915	0.982488139
368.392	0.984688024
368.3925	0.996160235
368.393	0.990551177
368.3935	0.995975719
368.394	1.001448377
368.3945	0.998215393
368.395	0.985352849
368.3955	1.005538652
368.396	0.998418324
368.3965	0.992686432
368.397	1.005849705
368.3975	0.989682174
368.398	0.997191706
368.3985	0.98453881
368.399	0.984298579
368.3995	0.979873239
368.4	0.975419476
368.4005	1.000316142
368.401	0.990662139
368.4015	0.992448334
368.402	0.989320273
368.4025	0.972764492
368.403	0.99069102
368.4035	0.987474391
368.404	0.980744496
368.4045	0.987144955
368.405	0.983970618
368.4055	0.98656046
368.406	0.959845168
368.4065	0.96056587
368.407	0.934322724
368.4075	0.896701924
368.408	0.86392195
368.4085	0.863499288
368.409	0.855354289
368.4095	0.854706199
368.41	0.857172147
368.4105	0.884500914
368.411	0.890721137
368.4115	0.896405926
368.412	0.864440405
368.4125	0.860972174
368.413	0.84844056
368.4135	0.8241645
368.414	0.817901366
368.4145	0.832301939
368.415	0.838018807
368.4155	0.816095082
368.416	0.815132606
368.4165	0.792974012
368.417	0.801885861
368.4175	0.814888332
368.418	0.868941294
368.4185	0.893574087
368.419	0.902882136
368.4195	0.922043242
368.42	0.925208028
368.4205	0.9314872
368.421	0.909414552
368.4215	0.883147957
368.422	0.876714432
368.4225	0.876354176
368.423	0.812298272
368.4235	0.792892552
368.424	0.781474758
368.4245	0.800407426
368.425	0.795010788
368.4255	0.80537397
368.426	0.815227195
368.4265	0.83027849
368.427	0.833189281
368.4275	0.819209384
368.428	0.783049625
368.4285	0.597288223
368.429	0.513811945
368.4295	0.580919973
368.43	0.71625004
368.4305	0.775060515
368.431	0.784562878
368.4315	0.793065918
368.432	0.805466674
368.4325	0.830268323
368.433	0.817579296
368.4335	0.810339814
368.434	0.83182222
368.4345	0.81792915
368.435	0.77527941
368.4355	0.79477156
368.436	0.790281355
368.4365	0.786916591
368.437	0.77135548
368.4375	0.745221188
368.438	0.728515361
368.4385	0.736045095
368.439	0.750229246
368.4395	0.710614982
368.44	0.664984922
368.4405	0.637109511
368.441	0.658104013
368.4415	0.694759119
368.442	0.777668703
368.4425	0.815224839
368.443	0.835840929
368.4435	0.828064653
368.444	0.839789915
368.4445	0.886111504
368.445	0.875893914
368.4455	0.898203482
368.446	0.906903885
368.4465	0.892586176
368.447	0.887318684
368.4475	0.876041834
368.448	0.859207469
368.4485	0.863456734
368.449	0.859537416
368.4495	0.845212732
368.45	0.879294499
368.4505	0.884271832
368.451	0.84351268
368.4515	0.799655625
368.452	0.697072813
368.4525	0.45474896
368.453	0.438724488
368.4535	0.455785201
368.454	0.446330513
368.4545	0.488390187
368.455	0.602319833
368.4555	0.672576878
368.456	0.656290313
368.4565	0.71878403
368.457	0.823468735
368.4575	0.905312503
368.458	0.933740629
368.4585	0.884445399
368.459	0.966699939
368.4595	0.925513498
