Default Dataset,
X,Y
10,0.9862310888628851
10.199999999999996,0.9811010427099716
10.400000000000006,0.9762837461562646
10.599999999999994,0.9720919488009707
10.79999999999999,0.968848651065698
10.999999999999993,0.9670776927839165
11.199999999999989,0.9674860743054796
11.399999999999991,0.9707873272760053
11.599999999999987,0.9770881732723855
11.799999999999997,0.9845294245700384
11.999999999999986,0.9908544892405273
12.199999999999989,0.9939453290297291
12.399999999999991,0.9937091929330507
12.599999999999994,0.9915882660495762
12.799999999999983,0.9890621434145601
12.999999999999979,0.987241405446487
13.199999999999989,0.9862638048388159
13.399999999999991,0.9861086606572986
13.599999999999987,0.9867312460714934
13.79999999999999,0.9878170874739303
13.999999999999986,0.9888822182467013
14.199999999999982,0.9894417667647681
14.399999999999977,0.9893264474374364
14.59999999999998,0.9890481364609288
14.799999999999983,0.989207420298642
14.999999999999986,0.9903249502608626
15.199999999999967,0.9922190160739108
15.399999999999977,0.9943434363787718
15.599999999999973,0.9961501486531914
15.799999999999976,0.9972000730137013
15.999999999999972,0.9972478365742566
16.199999999999967,0.9960680056481052
16.399999999999977,0.9935464363309835
16.599999999999973,0.9903461079165803
16.79999999999996,0.987461312081899
16.999999999999964,0.9858727575090053
17.199999999999967,0.9857867042508143
17.39999999999997,0.9862705506976684
17.599999999999966,0.9863005835427574
17.79999999999996,0.9850687659344167
17.99999999999997,0.9829757489611435
18.199999999999967,0.9808429813400551
18.399999999999956,0.9794820931759831
18.59999999999996,0.9793569816131504
18.799999999999955,0.9805070904207562
18.99999999999997,0.9829460816409945
19.19999999999996,0.9865567585438373
19.399999999999956,0.9906299315472789
19.599999999999966,0.9942890863883305
19.799999999999955,0.9966814643651718
19.999999999999957,0.9975157756421856
20.199999999999946,0.9970705787367731
20.399999999999963,0.9956498770906764
20.59999999999996,0.9936891925266665
20.799999999999955,0.9921054184110992
20.999999999999957,0.9919255503798446
21.19999999999996,0.9940952662063796
21.399999999999956,0.9981569969304189
21.59999999999996,1.002468843735672
21.799999999999955,1.0053522409121174
21.999999999999943,1.0057512352056361
22.19999999999996,1.004458542780601
22.39999999999995,1.0026084123673178
22.59999999999995,1.001261723876214
22.799999999999955,1.0005224402864887
22.999999999999943,0.9998238925551071
23.199999999999946,0.9985866692469829
23.399999999999935,0.9965781969508292
23.599999999999937,0.9944060336152167
23.799999999999955,0.9928024511777617
23.999999999999943,0.9924258339302507
24.199999999999932,0.9931880218244545
24.39999999999995,0.9945677156013604
24.59999999999995,0.9960395476816593
24.79999999999994,0.9972435488396885
24.999999999999943,0.9981485943301497
25.199999999999932,0.9987624266456302
25.399999999999935,0.9990953207996015
25.599999999999937,0.9991777291984221
25.79999999999994,0.9990497526938937
25.999999999999943,0.9987518802812957
26.199999999999932,0.9983476651845472
26.39999999999995,0.9979385028829879
26.599999999999923,0.9976293016075252
26.799999999999926,0.9975231325421797
26.99999999999993,0.9977113810189399
27.199999999999932,0.9982808528559824
27.39999999999992,0.9993167128952525
27.599999999999937,1.000833765527825
27.79999999999994,1.002751155094625
27.999999999999943,1.0049811856321287
28.199999999999932,1.0073875350130184
28.39999999999992,1.0095849109346737
28.599999999999923,1.0111085515080316
28.799999999999926,1.0115169624174427
28.99999999999993,1.0110432228906168
29.199999999999932,1.010682372458044
29.39999999999992,1.0114703115344592
29.599999999999923,1.013977057757971
29.799999999999912,1.0168445048532198
29.999999999999915,1.018215811558693
30.199999999999932,1.016333597165208
30.399999999999906,1.0114899757049811
30.599999999999923,1.00590239817753
30.799999999999912,1.0018627871732737
30.999999999999915,1.0009342130090024
31.199999999999932,1.0022376071367087
31.39999999999992,1.0043829906625459
31.599999999999923,1.0060478162242696
31.799999999999926,1.0069405384621068
31.999999999999915,1.007574697843779
32.19999999999993,1.0084847458168003
32.39999999999992,1.009898180652558
32.59999999999994,1.0112063469154426
32.799999999999926,1.0116595414813068
32.99999999999993,1.0105763269357793
33.19999999999992,1.008073133946378
33.39999999999995,1.0047831860269036
33.59999999999994,1.0013475550231752
33.799999999999955,0.9982267756927935
33.99999999999993,0.9954791389196377
34.199999999999946,0.9931085957632325
34.399999999999935,0.9911356493433986
34.59999999999995,0.9897318988112357
34.79999999999994,0.9891498264970358
34.99999999999997,0.9896399751476942
35.19999999999996,0.9911848420943369
35.39999999999998,0.9932755540826879
35.59999999999995,0.9953506566846784
35.79999999999998,0.9969126808566605
35.99999999999997,0.9979274205682017
36.199999999999974,0.9985645967514001
36.39999999999996,0.9989928760879869
36.59999999999998,0.9992713023456004
36.79999999999998,0.9992927675822638
36.999999999999986,0.9989363022636609
37.199999999999974,0.9980785476969445
37.39999999999999,0.9965822806393114
37.599999999999994,0.994305289026418
37.80000000000001,0.9911203995447192
38,0.9874448156968088
38.2,0.9843803234820099
38.400000000000006,0.9830722578238923
38.60000000000002,0.984261493982959
38.8,0.986795508275627
39.00000000000003,0.9889681925886391
39.20000000000002,0.9891350696267017
39.400000000000034,0.9871910465812422
39.60000000000002,0.9846403765434426
39.80000000000004,0.9830630099389623
40.000000000000014,0.9835902408564342
40.20000000000003,0.9856544319546442
40.40000000000002,0.9882858737964526
40.60000000000004,0.990542880835203
40.80000000000004,0.9919910929543537
41.00000000000004,0.9926372445228775
41.200000000000045,0.9925028459380756
41.40000000000006,0.9917554884190354
41.60000000000004,0.9910111991844001
41.80000000000007,0.990971768336017
42.00000000000006,0.9922734298236753
42.20000000000006,0.9946596947290923
42.40000000000005,0.9972293392628865
42.60000000000008,0.9990675450321237
42.80000000000007,0.9995299287751711
43.000000000000085,0.9986486912687755
43.20000000000006,0.996560118768564
43.40000000000008,0.9934747002480262
43.600000000000065,0.9903830200756435
43.8000000000001,0.9887423532149668
44.000000000000085,0.9900094485570453
44.20000000000009,0.9946275571644421
44.40000000000008,1.000960688903828
44.60000000000011,1.007117723844869
44.8000000000001,1.0113963541385167
45.000000000000114,1.0136556793624156
45.20000000000009,1.014525293163644
45.40000000000012,1.0146385318633842
45.60000000000011,1.014498669028185
45.80000000000011,1.014388953754207
46.0000000000001,1.0145713776771574
46.20000000000012,1.0152072232658227
46.40000000000012,1.0157939519458998
46.600000000000136,1.0155603107430968
46.800000000000125,1.0137572230558851
47.00000000000013,1.0106988762654596
47.20000000000012,1.0081890871354233
47.400000000000134,1.008142932134508
47.600000000000136,1.0118264952106744
47.80000000000015,1.017066237313975
48.00000000000014,1.0205534291612979
48.200000000000145,1.0190740144736514
48.40000000000015,1.0123447760644553
48.60000000000015,1.0034927983027642
48.80000000000014,0.9958371295605866
49.00000000000014,0.9918750935012267
49.20000000000016,0.9905852543833799
49.40000000000016,0.9900044902123578
49.60000000000015,0.9882351652833492
49.80000000000017,0.9848005838197517
50.00000000000017,0.9805990624550469
50.20000000000017,0.9765851993722331
50.40000000000016,0.9734368551731338
50.60000000000018,0.9708727779056732
50.80000000000017,0.968404073752923
51.0000000000002,0.9655760465291128
51.20000000000019,0.9624813331768116
51.400000000000205,0.9596529120906789
51.60000000000018,0.9576358747863131
51.80000000000021,0.9566671940400208
52.000000000000185,0.9561164347954935
52.20000000000019,0.9552016330845627
52.40000000000019,0.9531702390685561
52.60000000000021,0.949628077653485
52.80000000000021,0.9444202345719694
53.00000000000023,0.9373973780812297
53.2000000000002,0.9287077585217167
53.400000000000205,0.9191841483365935
53.60000000000021,0.9097552156680997
53.800000000000225,0.9012669747519928
54.00000000000023,0.8937812631779778
54.20000000000023,0.8869269411457563
54.40000000000025,0.8803271031937641
54.60000000000025,0.8734708678878973
54.80000000000024,0.8655940184765428
55.000000000000256,0.855904167473253
55.20000000000023,0.8437814943448683
55.40000000000026,0.8299019673611261
55.60000000000025,0.815530415394438
55.80000000000025,0.8019272945132445
56.00000000000024,0.7899038490059713
56.20000000000027,0.7795695138076437
56.40000000000025,0.7709727020382033
56.600000000000264,0.7639739510401287
56.80000000000025,0.7573046450069121
57.000000000000284,0.7492763036275076
57.20000000000026,0.7382233619930338
57.400000000000276,0.7233930287680023
57.60000000000025,0.7052151548262788
57.80000000000028,0.6841983196547657
58.00000000000027,0.6614578233230703
58.2000000000003,0.6410482346883951
58.40000000000029,0.6279129810696875
58.60000000000031,0.6267227749288856
58.800000000000296,0.6349481670390089
59.00000000000031,0.6423058557752155
59.2000000000003,0.638128706080099
59.40000000000029,0.6154969615221824
59.60000000000028,0.5821726206371177
59.800000000000324,0.5495127540851666
60.00000000000031,0.5285513765026988
60.20000000000033,0.5241813916343695
60.400000000000304,0.5357954239266707
60.60000000000032,0.5625908542283526
60.80000000000031,0.6015080546777032
61.00000000000033,0.6423231816556618
61.200000000000315,0.6733941767416665
61.40000000000035,0.6839468451542225
61.600000000000335,0.6755546465912997
61.80000000000034,0.658980125246149
62.00000000000033,0.6451973527284727
62.20000000000037,0.6418183190474939
62.40000000000033,0.6477659029270776
62.600000000000335,0.6605779841256468
62.80000000000035,0.677795562213061
63.00000000000037,0.6969937803532699
63.20000000000036,0.7157688414059399
63.40000000000036,0.7317256486358801
63.60000000000035,0.7438863178351922
63.80000000000035,0.7542735269410521
64.00000000000034,0.7652920548068707
64.20000000000036,0.779040968844749
64.40000000000036,0.7949943923397673
